sentiment,review_body,product_category
1,As a mom  items in my wardrobe that are easy to throw on in a flash  comfortable to run around in with my kids  and still look like i took some time putting together my outfit are priceless. these fit the bill on all counts. they look fantastic with a pair of booties and a light  flowing top.  these have to be the most comfortable joggers ever made.,Lounge
1,Absolutely gorgeous skirt! so feminine and curve hugging. wish i hadn't found this so late! want it in every imaginable color  but i will settle for the off white.    please bring this style back!,Lounge
1,These leggings run true to size. the strappy detail at the ankle is a nice touch. i especially like the quality of the material used as they are not see-through like some leggings tend to be.,Lounge
1,This dress is the best casual find. goes with everything- flips flops  tennys  jean jacket. feels little sporty and the orange was a cool addition to my closet.,Lounge
1,This romper is sooo comfortable and cute! it is definitely pretty casual  and probably best used as a beach cover up  as it exposes a lot of skin. that being said  i have worn it out and about on very hot days and felt totally fine. as far as sizing  i usually order a small  and got this in a small and it fit perfectly.,Lounge
1,I received this for christmas this year and have already worn it several days in a row. it is warm enough to wear while walking the dog in the snow and can also be worn to lounge around the house.  the only reason i didn't rate it a 5 is due to the design fact that it doesn't have pockets. i don't love to carry a purse around all of the time so i use my coat pockets a lot. regardless though i would definitely recommend this especially for the price. i was expecting to come here and see this pric,Lounge
-1,I ordered this coat because  like others  i was taken by its feminine beauty! unfortunately  the coat showed up with the top button broken off (and missing) and another button hole torn open. i returned that coat right away  thinking that it'd been damaged somehow in shipping. however  i began to question the quality of the coat when the second coat showed up with a broken and missing top button! when i tried on the coat  i found the missing button stuffed into the pocket. not the quality i expe,Outerwear
-1,Like one of the previous reviewers  when my jacket arrived  it was not in the great dark wash pictured online. it was in a basic  medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally  know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy  but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs  but it was s,Outerwear
-1,"I was looking for a really warm  but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small  which is my usual coat size. while the coat fit  it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled  which makes you look like you have a large protruding stomach. the shoulders are bulky and",Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
-1,"I wanted to love this coat so bad. the material is lovely and it's beautiful on the hanger but being tall and skinny is a must to pull it off. if you have any hips forget it (my hips are 38"")- you end up looking incredibly bottom heavy. the jacket also ran funny across the shoulders....like the underarm was sewn low down the arm so arm movement was restricted  it was weird. but it buttoned nicely without any pulling so it wasn't a size thing. i bought a size medium  at 5'5"" and 140 pounds.",Outerwear
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
-1,"This sweater was huge  it hung down to my calves! it also is really bulky and scratchy  it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s  and i was swimming in it. the fabric is very thick  i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",Outerwear
-1,"First of all  mine arrived in a regular denim shade  not the dark wash shown. also  the style is more like a blazer  and it was huge. i am 5'2"" and ordered the petite xs but even xxs would have looked like a baggy blazer. as well  the sleeves came barely past my wrists  they are designed to cuff as the model has done? perhaps on someone taller and younger it would look edgy and chic! the quality is excellent with some nice details. this might be one to try in person  if you can.",Outerwear
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I wanted to fall in love with this jacket! i'm an xs or s in retailer brands so i ordered this online in both sizes. when i received it i felt the fabric and immediately loved the color and texture. creamy white (not too stark) and so incredibly soft! the length was the same as on the model which is what i wanted because being 5'2 113# many jackets swallow me. i have narrow shoulders and unfortunately this jacket was too broad and puffy for my frame  and i looked like a marshmallow. the xs was the,Outerwear
1,Love this. can be a jacket or blazer syle. fits well.,Outerwear
1,Once i saw this trench coat i thought it was so cute! i'm usually a small in retailer tops but can be a little broad so i decided to go with the medium (based on other reviews). when i received the coat  it was a little tight in the shoulders but still doable. i was surprised how thin it was (just a single sheet of cloth) and how full the skirt bottom was (however  there is a cute light blue seem lining inside). overall this trench coat is not really a warm coat  but more of a fun piece to dress u,Outerwear
1,I thought this coat was absolutely unique when i first laid my eyes on it  i saw it on a co-worker on thanksgiving 2015  her coat was in navy blue pattern  mine was grey  but looked very good on and let me say the way she wore the coat  it looked oversize on her. my co worker is a very skinny size xs-s woman with very slim slender curve-less figure unlike mine. we are about the same height but i'm a bit taller with curves (6ft  160lb). i normally wear size l 10. i like my outfits lose  but after,Outerwear
1,I really love this sweater. i normally wear an 8 and bought a 12. even it is a little snug. but it really is very cute! can't wait to wear it with black leggings and boots.,Outerwear
1,Runs almost two sizes small. i plan to wear as a jacket over a sleeveless dress / skirt / trousers like a suit. the material is sturdy. i recommend for early autumn or spring weather. once again  a collector's item with unique colors and design of pattern.,Outerwear
1,This vest is so cute and a perfect transition piece for fall. it runs a little big. i normally wear an xs  but i had to exchange for an xxs,Outerwear
1,Love this jacket!got my usual size medium and is perfect! beautiful quality,Outerwear
1,"I have had my eye on this coat for a while and then my size (0) was sold out. when it popped back i ordered it. i am 5'4"" and i had wondered if i needed the petite (petite 0 was sold out) because of all the reviews i had read. however  the sleeve length is perfect. in a petite  the sleeves would be too short. i don't have long arms so i am surprised some reviewers have complained about the sleeves being too long. the button placement is not at the waist but that is the style! the lapels are long",Outerwear
1,If i could tell you how many compliments i got on with this coat  i would end up writing a book. this coat is beautiful  fits like a glove. i got the size 4  went into the store to try it on to make sure it fit right and tried on both the 4 and 6. i'm typically a 2  so i guess i went a size up. this coat is striking and the colors are beautiful.,Outerwear
-1,This item is pretty  the print on the fabric is nice and reminiscent of embroidery  but only the top portion has a few embroidered accents. my issue with it is it's very impractical. the fabric is extremely thin  and you wouldn't want to wear it in any weather below 75 degrees. it's ridiculous to advertise this product for a fall/winter season. the tube top underneath doesn't work very hard to stay up  and isn't a very practical way to hold up the jumpsuit (why wouldnt they just stitch a lining,Pants
-1,I bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg. i figured i did something wrong so i bought another pair in the same color and one in sage. just washed both pairs according to care instructions (no spills  stain remover  or anything but detergent) and both came out with light spots all down the leg. very sad to have wasted all that money.,Pants
-1,I bought these in the mustard color and the salmon color.  i didn't have a problem with general fading  but used natural  mild stain remover (biokleen) and the pants were ruined. one faded where i sprayed and the other has a permanent water mark.  cold wash and line dried. such a bummer that these pants aren't every day wearable and washable!,Pants
-1,I recommend this product  but with the following reservations.     the dye from the product colors my skin every time i wear this outfit. i love the fit and make of the jumper  but i hate that my skin looks blue by the end of the day. this is still happening after several washes  which makes me feel disappointed. it will dye your undergarments so choose wisely.,Pants
-1,I ordered a small and the top part was huge yet the bottom a little snug. you need a big chest and small legs and bottom. too bad. it's very cute.,Pants
-1,I saw this at the store today. very excited about it but i had no idea how to get it on! there is a side zipper so i attempted to step into the jumper through the collar but could never get my arms through! from what i could see on my body  it would have been too short in the crotch. i decided not to fight with it to put on entirely. i gave up. cute shade of green though.,Pants
-1,These pants are gorgeous when you first see them. they fit beautifully when you first put them on. and then you wear them for one day. and they snag. on everything. and little strings start to come out of the pants. and the hem begins to unravel. and the pants which were once beautiful light summer pants appropriate for work or brunch are now frumpy  worn out pants with a million snags and strings hanging off of them .... after one day.     i can't begin to tell you how annoyed i am that i spent,Pants
-1,I bought a pair of these in stone and after the first wash they become all splotchy. i chalked it up to perhaps there was bleach leftover in the my washer. although nothing else in the load was blotchy. i then  because i loved the cut of these pants  bought another pair in the darker blue color. the same thing happened after the first wash. again  nothing else in that wash load was the least bit ruined -- just my new retailer pants! such a bummer-- definitely a dye issue. i called the stores i pur,Pants
-1,As soon as i pulled these pants from their packaging  i feel in love with them. the fabric was so soft - i could not wait to get them on...yeah  that was not going to happen! i could not pull them on - not even a little bit! these pants run incredibly small. i ordered them twice: once in my regular size  and again in a larger size. unfortunately  i am sized out of these beauties.,Pants
0,The top is huge! i wear an xs and am not the bustiest of women  but the top part of this romper felt like it belonged on a medium or large  even though the bottoms and waist fit perfectly. i was really disappointed  as i loved it in every other way.,Pants
0,"I do not love these pants. while the fabric is nice  they make me look rather dumpy. i highly recommend the essential taper pant instead  which has beautiful tapering legs and made me look more slender. these pants make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall  but at 5' 6"" these are a miss for me!",Pants
0,Nice quality and feel to the fabric but they are super lightweight and do not come down to the ankle. they fall at a strange place on the calf - a better cropped summer pant  perhaps.,Pants
0,My girlfriend and i both purchased these leggings in grey. we love the color because it goes with so many things.the problem is they do not fit the same. hers ran true to size and mine ran small. i am tempted to reorder another pair to see if they fit differently.,Pants
0,"I love the style and color of this jumpsuit. i ordered a petite  and with tall shoes  it's still about 3"" too long. the side seam needs to be taken out at the bottom to hem it  so that's a pain in the rear.   also  this has a side zipper  but you step through the neckline to put it on. if any part of me was even a tiny bit larger  this would never work.   the biggest issue is that it armholes/bust gaps a lot. there should have been a dart from the armhole down towards the bust. i'm hoping to be",Pants
0,About a month ago i purchased the pilcro hypen chinos in moss size 28 petite. i loved the color and fit so much that when i saw free shipping being offered i decided to get another pair. this time i ordered the color ?pink? and of course size 28 petite. well the color really isn?t pink and unlike the moss color it does not look the color online. the color is more like salmon or apricot definitely not pink. what bothered me more is the fit. this pair was too big. it?s mind-boggling why the sizing,Pants
0,Omg - i laughed so hard after i put these on. i was so excited to get them. i ordered them in my usual 4. i got a little suspicious when i pulled them out and noticed they had an elastic waist band.  they were a little too small for me and even if they were not it's hard to imagine a world in which they didn't make me look like an oompa loompa or a hobbit! they are beautifully made and i kept looking at the picture and wondering why they don't look like that on me? i definitely have a curvier sh,Pants
0,These pants are lovely and comfortable  but they are entirely too delicate. i wore them once and nearly any time something touched them  they snagged. i was worried about it when i saw the fabric  and thought i'd give it a try  but i didn't think it would be this bad. for the price  i expect better quality. also  they run a little large- unless i pull the waist down low  it gaps in the back and these look better worn a little bit higher  closer to the natural waist. i'm usually a 4/6  28/29 in b,Pants
0,These pants are adorable as pajamas or maybe something very casual to wear to the beach  but they honestly do not seem like something that a grown woman would wear in public. they are good quality and fit nicely  but i feel like if you're over 20  they're not really flattering or especially appropriate.,Pants
1,"These are the most comfortable pants i have tried this season without sacrificing the style. they look best rolled up for that casual  chic look and can be dressed up or down. these do run slightly large. i'm 5""1 and 102- 104 pounds and took the 24 petite size. i bought the white color and will probably try another color or two before my size sells out. love these and really recommend them!",Pants
1,"I love the flowy-beachy look of this jumpsuit  it is very comfortable  and super cute  my only ""gripe"" is that the hip part is pretty wide  hands in the pockets  you can't tell  but if i were to get this  i would want a xxs. length was ok not petite since it is a flowy look. colors are very nice too  kind of ""70's""  but i love it. i think i will get this if it goes to sale  even if it is a little big on me... i am 115 lbs  30d chest and tried on xs.",Pants
1,I love these leggings! the material is a bit thicker than your typical leggings material so it hugs without being too clingy like spandex. the fit i's somewhere between leggings and skinny pants. the suede fabric feels soft and looks to be of good quality. the petite fit works perfectly for me as well  no bunching at the ankles. i can see these being a staple in the upcoming months.,Pants
1,"I'm in love with this jumpsuit! i'm 39 y/old  5.5""  140lbs and ordered the 6 petite (my legs are a little challenged in the length department). it fits perfectly  and i get complimented every time i wear it. simple  yet elegant and stylish.",Pants
1,A perfectly fun pant for a gray or sunny  winter day. i like the longer length  to the ankle on me  pairing with my kate spade black sabina combat boots and a eileen fisher black cashmere  boxy  cropped sweater. another fun option is to pull out the pink accent in the pant with a pink camisole under a black sweater. the fabric weight is good for winter  they do feel a little itchy at first but it's not noticeable after wearing them a short while.,Pants
1,I am so happy i ordered this jumpsuit. it is exactly as pictured and has a very flattering fit. the fabric is light and it's very well made. great length for dressing up with heals or dressing down with flats. i love it!,Pants
1,"I bought these in my usual size 28 and they were much too loose so i returned them. i definitely need a 27 (39 inch hips  33 low waist  31 waist). i have lost a few pounds but i am usually a size 4-6 in pants. even loose i can see the pants are flattering and long enough for my leggy 5' 9"" frame. they are still cropped but i would say look much the same as on the model. if you are shorter  i think the petite option would be necessary to achieve a cropped look. the material is not bright white wi",Pants
1,I like this! the fabric is soft and a little less orange-looking than in the photo. i'm usually a size 12 or 14 and the size l is very small on me - as in i'd have to lose a little weight for it to look normal on me. also  it's a bit annoying that you have to undo all the little buttons in the bodice to get it on and off when going to the bathroom. but otherwise it looks cute and even has pockets!,Pants
1,"It takes perfection for me to pay this much for a pair of pants  and these delivered! i bought these pants love-at-first-sight in the carbon color. i have not washed them yet  so i can't comment on durability  but they fit like a dream. i carry extra weight in my thighs and rear  and these pants are very flattering and slimming  and don't pull and crease in the crotch area like so many other pants do on my body. my usual size fit perfectly  and the length is great on my 5'5"" frame. i can almost",Pants
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,"I am 5' 7"" - 110 lbs. ordered my normal xs and the bottom portion was way over sized. it fit like a parachute  you could fit about 12 of me in the bottoms and very short. nice quality material  but extremely awkward fit.",Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
0,"Just so i'm clear  the only reason i said it runs large is b/c of the top portion  but the bottom or waist. loved this romper when i saw it online  it was however too big in the top portion. the straps are adjustable but the back is too low for a bra and it ""gaps"" too much in the front unless you are standing straight all day.    also b/c i'm 5'8  the small was just a tad too short  definitely no bending !    i'm 5'8 tall  127lbs with an average size chest #34c# i ordered a small and the bottom",Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
0,Wanted to love this.. love rompers  but the opening between your chest was oddly designed  it was gapping and certainly couldn't bend over without showing lots.. fabric seemed heavy for the summer. all in all it was too full  made me feel frumpy..,Shorts
0,I too  was dubious about the dry clean only label but purchased it anyway because it was really cute and comfortable.  the shorts part is lined which is nice.  not see through.  the waist is a smocking with elastic.  it's also very thin thread.  the first one i tried on had a couple of stitches ripped in this waistband and because of that the fabric sort of bubbled out.  i bought a different one knowing it was delicate.  this isn't a romper your going to want to shimmy over your hips because of,Shorts
0,I am so sad that this romper didn't work out. it's just way too billowy and huge. i am usually between a small and medium so i ordered this small. i'm petite and somewhat curvy and i was absolutely swimming in this romper! might look best on taller girls. i am 5 '2 and about 125-130 lbs and this was like wearing a tent. do not recommend. such a bummer because i was a believer after treading all of the great reviews!,Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,I can't believe how small these are. i almost wondered if the size was marked incorrectly. these are so pretty and such a shame because i love them. the rise in the crotch is also very short. very full in the legs and one is longer than the other:( the stripes don't line up in places which is also disappointing for this price!,Shorts
0,"I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback  but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference  i have a 33"" waist and 42"" hips.",Shorts
1,I tried these on as i needed bottoms to try on some tops (and i was wearing a dress)  but ended up liking them. the fit is snug but comfortable  they didn't ride up and the denim is supple. color is nice too  looked really nice with a swing tank that i half tucked. i have muscular thighs  so shorts are not an easy thing for me... anyway  recommend (tried on 25: 115 lbs  26-27 inch waist),Shorts
1,I absolutely love these shorts and have them in 3 colors. they are a great price point and comfortable fit. be careful with washing as the darker colors seem to bleed.,Shorts
1,This is the softest flannel ever! while i don't think i'd wear it outside  it is super comfy just lounging around. it runs very large  but since it's a flannel romper  not a problem. absolutely recommend for all shapes and sizes!,Shorts
1,I got these in black and i had tried on the gray in the store  they run small at the waist. i usually wear xs or small  but i ordered a medium. they are very comfortable on a warm day. they look great with a loose  tucked in blouse or tee. the down side is they catch and the lace pulls and gets fuzzy when rubbing against things. i realized this after a day of wear. i haven't washed yet  but plan to hand wash.,Shorts
1,"I haven't owned a skort in years! this one is super cute and so soft! i love the details  the asymmetrical cut and the buckles. i bought it in olive green. it fits really well. i'm 5'5"" 119 lbs with an athletic frame and i purchased a size 2 (my normal size). it fits comfortably around my waste and thighs/but with some wiggle room.     i'm wearing it today w/ a navy blue/cream floral tank top  white/navy striped vans  and a gold dangly necklace. i love that its a versatile item and i'm looking f",Shorts
1,This was my first time to try this brand and they fit so well and are super comfortable. i love the pockets also. i am 5'1  108 and i got a 2p and they fit just right.,Shorts
1,After having my third child  i was looking for clothes to hide my tummy. i've always loved the comfort of a romper  but the typical cinched waist was never flattering on me. this romper does not disappoint. it hides areas i want hidden  but does so with style. i get numerous compliments whenever i wear this. i cannot say enough wonderful things about this piece!,Shorts
1,Cute everyday shorts. run tts to maybe just slightly small. not too short for this mid 30s mom.,Shorts
1,Such cute  soft and comfortable shorts. can be worn as night wear or out and about.,Shorts
-1,"I absolutely loved the patterns and colors of this skirt  if only the cut wasn't so odd. the sides of the skirt ""wing out"" for a very distracting and unflattering look. the stiff  felt-like quality of the material only makes matters worse. in that respect  the model photos are not at all accurate. it also runs large. i had to go down one full size.",Skirts
-1,#childsize. not sure where this went wrong but it's going back immediately. always wear a 0-2 in retailerpologist skirts  this size 0 runs at least two sizes too small. the material is beautiful  but if i got the size i needed i would be entirely swallowed by fabric. so disappointing.,Skirts
-1,First of all  this skirt is as cute on as it is in the picture. very flattering. i am a curvy gal on the bottom and this is flattering. that being said  it runs small. i purchased a large which is my usual size  and i need another inch or two all over to make it work. part of the problem is the material. it is a very heavy  durable upholstery like material. there is absolutely no give to this. it is a very stiff material as well -- more what i would expect on a sofa than on my skirt. the skirt c,Skirts
-1,"1. i'm 5'6"" tall with a short waist and long legs  and this skirt came all the way down to my ankles. i would have kept it if it had stopped mid-calf like in the photo.  2. i'm 38-32-40 and the size 12 fit me perfectly in the waist hip area  so i would say it runs true to size.  3. the buttons lay nice and flat over the tummy  so that's a plus. at least you don't have to undo them to go to the bathroom.",Skirts
-1,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,Skirts
-1,This skirt has no closure along the slit. i can't begin to understand how it could be worn as shown in the photo-you would be completely exposed. it completely baffled me,Skirts
-1,"This skirt looks cute online but  it has several issues. 1.) the slit is very high  this photo is deceptive  look closely...the slit is actually to her finger tips. you cant wear any kind of spanx or control top tights. 2.) slits on both sides so when you walk they fly away. 3.) the micro mini ""slip"" bunches. 4.) the fine knit is very snag-able. 5.) the skirt is very long. it is going back.",Skirts
-1,As the other reviewer said  the skirt had this weird bunching on both sides of the hips-it was ridiculous. i don't know how anyone could wear it-looks like you had two little triangle things poking out from each hip. i'm long and lean so usually skirts like this fit me well. very very strangely constructed-i couldn't keep it even at the deeply discounted price,Skirts
-1,This skirt looks and feels cheap  and the color is much more green than pictured. additionally  i comfortably wore a size 4 and then lost a few pounds  and this is still way too tight to be flattering.,Skirts
0,Love everything about this skirt but the sizing. i'm a size 6/medium in almost everything but this skirt swallowed me. i wise there was a small or even extra small to try out. i'm also 5'5 and the skirt was right at my knees. definitely size down if you want it to look like the pictures.,Skirts
0,"This is a thick jacquard fabric and the colors are stunning. this would be best for very thin petties or tall women. i'm 5'4""  125#  27/4  and it was just too much fabric so my waist looked thick. the length was great though. sad it didn't work out",Skirts
0,Just didn't look as cute on me as the pics online. the color blocking was kind of odd actually. returning.,Skirts
0,I fell in love with this skirt when i saw it on display so i had the store order me an xspetite. it seemed like the perfect lightweight summer skirt that would go with everything. it arrived today and i was a bit underwhelmed with the way it actually fit on me. it is kind of a thick linen/cottony material and just didn't lay down well  bunching out on the sides in a way i didn't find to be very flattering. so 5 stars for print and whimsy and charm  but 3 stars for actual fit on. alas it is going,Skirts
0,I wanted to love this skirt it was good quality  but the front is a loose flap that is exposing so i had to return it,Skirts
0,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however  if you have ""shapely"" hips and back-side  this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however  if you're less endowed in that area  it might work well. gives a great shape!",Skirts
0,I loved these on the hanger when i saw them in the store. i liked the fabric  but found the full cut of the pant added a ton of bulk to my hips (and i don't have big hips). i also thought the waist was a bit snug while the rest of the pant ran tts. they went back.,Skirts
0,The skirt in person is not like the picture. baggy and runs large. i wear jean size 25 and the xs is two size too loose. there's no pocket which is surprising on a denim. the slit in front makes the skirt  look even loose   no shape near what's in the picture. and there's no petite sizes. i am going to return it.,Skirts
0,This skirt ran short  small  and boxy. if you can get the right fit  the skirt is great quality and super cute  but i recommend trying on in store for sizing.,Skirts
1,"The fox print is super cute and the reason i ordered the skirt.  sizing was true to me  i'm usually an 8 and the 8 fit fine.  the waist is high and if you try to wear it low the side zipper puckers  out in a weird way.  skirt length is above knee (i'm 5' 6"").  skirt is lined but the lining is dark brown/black same as the waist band in the photo of the model wearing it.  the lining does not show at the hem  it's concealed.  overall a fun a-line swingy skirt for late summer that will go into fall",Skirts
1,It's rare to find such a great skirt -- flattering  unique design  substantial (denim-like) fabric  something with pockets! this skirt has everything  including an adjustable buckled waist. i love the slight a-line shape  too. for me it fits true to size (the same size i wear in skirts from other brands). i love the colors -- ivory background  cobalt  periwinkle  orange  blush pink  yellow  black. it will be easy to pair with tees or button-down shirts and cute sandals.,Skirts
1,"One of the reasons i avoid skirts at all costs is because i have a bigger tummy and don't like the extra tight feeling i have of a skirt around my waist. i like this skirt because of its stretchiness. even wore it to a bbq where i could eat my heart out and not feel constricted at all.    received many compliments including: ""you look like you're vacating in the caribbean!""",Skirts
1,I am in love with this skirt! it is the most flattering thing i have purchased in a while. the fabric is a beautiful medium weight knit with a good amount of give. it hugs your curves but doesn't cut in anywhere! i was able to easily go down a size from my usual. i love it so much that i am going to order the other color as well!,Skirts
1,Colors are much more vibrant in person. love this skirt. true to size. makes a statement and is still classy.,Skirts
1,Such a lovely skirt. i plan on wearing it to a formal event  but could definitely see dressing it down with a jean jacket. it is so feminine and beautiful. well made and fits fine.,Skirts
1,Love tracy reese finds at retailer! first day wearing this skirt and have already received a number of compliments! not a typical material i would buy clothing wise  but it's really comfortable and not clingy as i thought it may be. i appreciate the built in slip for some extra substance as well,Skirts
1,"Yes  as much as i'd have liked this to be a true red  it's kind of red-orange; i am relieved  however that it is not as orange as it looks on my monitor! that is my only slight-and i mean slight-disappointment in this cute-as-all-get-out skirt! i am 5""5"" 140 lbs and the six is perfect  leading me to believe that this is tts. it is a polyester mix with a same-color liner  large buttons followed by smaller  silver colored buttons at the apron. the larger buttonholes are red and white striped and t",Skirts
1,This is a great summer skirt that is good for work or casual wear. the fabric is soft and the colors go with most anything. one downside is it wrinkles easily.,Skirts
-1,These are very pretty  but i have had a few problems with them. out of the package  i found them to be true to size. i think i purchased the pxxs or the pxs. however  even though they are machine washable  i feel that they shrunk upon washing and are now too short (i am barely over 5' tall). also  the elastic waistband keeps twisting within the casing  which drives me crazy. i have to keep straightening it. i think there are better options for sleep pants.,Sleep
-1,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,Sleep
